# Record_dt	File	Modify-time	How-long(hours)	Dependency

# Type: sz_vars_conv.sent:
2016-09-23T23:56	../RESULT/10/2016-09-19/google/3/url_cat_diff.gz	2016-09-20 19:58	43 hours (1 days)	-
2016-09-24T23:57	../RESULT/10/2016-09-20/google/3/url_cat_diff.gz	2016-09-21 13:52	37 hours (1 days)	-
2016-09-25T23:37	../RESULT/10/2016-09-21/google/3/url_cat_diff.gz	2016-09-22 13:40	37 hours (1 days)	-
2016-09-26T23:55	../RESULT/10/2016-09-22/google/3/url_cat_diff.gz	2016-09-23 13:33	37 hours (1 days)	-
2016-09-27T23:56	../RESULT/10/2016-09-23/google/3/url_cat_diff.gz	2016-09-24 13:38	37 hours (1 days)	-
2016-09-28T23:56	../RESULT/10/2016-09-24/google/3/url_cat_diff.gz	2016-09-25 21:26	45 hours (1 days)	-
2016-09-29T16:56	../RESULT/10/2016-09-25/google/3/url_cat_diff.gz	2016-09-27 00:38	48 hours (2 days)	-
2016-09-30T23:57	../RESULT/10/2016-09-26/google/3/url_cat_diff.gz	2016-09-27 14:41	38 hours (1 days)	-
2016-10-01T23:56	../RESULT/10/2016-09-27/google/3/url_cat_diff.gz	2016-09-28 15:42	39 hours (1 days)	-
2016-10-02T23:38	../RESULT/10/2016-09-28/google/3/url_cat_diff.gz	2016-09-29 13:18	37 hours (1 days)	-
2016-10-03T23:55	../RESULT/10/2016-09-29/google/3/url_cat_diff.gz	2016-09-30 13:07	37 hours (1 days)	-
2016-10-04T23:57	../RESULT/10/2016-09-30/google/3/url_cat_diff.gz	2016-10-01 14:15	38 hours (1 days)	-
2016-10-05T23:58	../RESULT/10/2016-10-01/google/3/url_cat_diff.gz	2016-10-02 15:01	39 hours (1 days)	-
2016-10-06T23:55	../RESULT/10/2016-10-02/google/3/url_cat_diff.gz	2016-10-03 14:51	38 hours (1 days)	-
2016-10-07T23:55	../RESULT/10/2016-10-03/google/3/url_cat_diff.gz	2016-10-04 13:25	37 hours (1 days)	-
2016-10-08T23:55	../RESULT/10/2016-10-04/google/3/url_cat_diff.gz	2016-10-05 11:55	35 hours (1 days)	-
2016-10-09T23:55	../RESULT/10/2016-10-05/google/3/url_cat_diff.gz	2016-10-06 12:45	36 hours (1 days)	-
2016-10-10T23:56	../RESULT/10/2016-10-06/google/3/url_cat_diff.gz	2016-10-07 20:16	44 hours (1 days)	-
2016-10-11T23:37	../RESULT/10/2016-10-07/google/3/url_cat_diff.gz	2016-10-08 14:23	38 hours (1 days)	-
2016-10-12T23:57	../RESULT/10/2016-10-08/google/3/url_cat_diff.gz	2016-10-09 13:09	37 hours (1 days)	-
2016-10-13T23:57	../RESULT/10/2016-10-09/google/3/url_cat_diff.gz	2016-10-10 13:19	37 hours (1 days)	-
2016-10-14T23:56	../RESULT/10/2016-10-10/google/3/url_cat_diff.gz	2016-10-11 14:38	38 hours (1 days)	-
2016-10-15T23:55	../RESULT/10/2016-10-11/google/3/url_cat_diff.gz	2016-10-12 15:53	39 hours (1 days)	-
2016-10-20T23:57	../RESULT/10/2016-10-16/google/3/url_cat_diff.gz	2016-10-17 13:45	37 hours (1 days)	-
2016-10-21T23:55	../RESULT/10/2016-10-17/google/3/url_cat_diff.gz	2016-10-18 15:33	39 hours (1 days)	-
2016-10-22T23:55	../RESULT/10/2016-10-18/google/3/url_cat_diff.gz	2016-10-19 17:20	41 hours (1 days)	-
2016-10-23T23:45	../RESULT/10/2016-10-19/google/3/url_cat_diff.gz	2016-10-20 16:14	40 hours (1 days)	-
2016-10-24T23:55	../RESULT/10/2016-10-20/google/3/url_cat_diff.gz	2016-10-21 13:24	37 hours (1 days)	-
2016-10-25T15:58	../RESULT/10/2016-10-21/google/3/url_cat_diff.gz	2016-10-22 13:25	37 hours (1 days)	-
2016-10-26T23:56	../RESULT/10/2016-10-22/google/3/url_cat_diff.gz	2016-10-23 11:33	35 hours (1 days)	-
2016-10-27T23:36	../RESULT/10/2016-10-23/google/3/url_cat_diff.gz	2016-10-24 13:03	37 hours (1 days)	-
2016-10-28T23:56	../RESULT/10/2016-10-24/google/3/url_cat_diff.gz	2016-10-25 13:01	37 hours (1 days)	-
2016-10-29T23:56	../RESULT/10/2016-10-25/google/3/url_cat_diff.gz	2016-10-26 12:26	36 hours (1 days)	-
2016-10-30T23:57	../RESULT/10/2016-10-26/google/3/url_cat_diff.gz	2016-10-28 06:52	54 hours (2 days)	-
2016-10-31T23:57	../RESULT/10/2016-10-27/google/3/url_cat_diff.gz	2016-10-28 12:57	36 hours (1 days)	-
2016-11-01T23:16	../RESULT/10/2016-10-28/google/3/url_cat_diff.gz	2016-10-29 11:40	35 hours (1 days)	-
2016-11-02T23:16	../RESULT/10/2016-10-29/google/3/url_cat_diff.gz	2016-10-30 10:48	34 hours (1 days)	-
2016-11-03T23:57	../RESULT/10/2016-10-30/google/3/url_cat_diff.gz	2016-10-31 11:15	35 hours (1 days)	-
2016-11-04T23:57	../RESULT/10/2016-10-31/google/3/url_cat_diff.gz	2016-11-01 14:42	38 hours (1 days)	-
2016-11-05T23:55	../RESULT/10/2016-11-01/google/3/url_cat_diff.gz	2016-11-02 11:40	35 hours (1 days)	-
2016-11-06T23:55	../RESULT/10/2016-11-02/google/3/url_cat_diff.gz	2016-11-03 11:34	35 hours (1 days)	-
2016-11-07T23:56	../RESULT/10/2016-11-03/google/3/url_cat_diff.gz	2016-11-04 11:15	35 hours (1 days)	-
2016-11-08T14:36	../RESULT/10/2016-11-04/google/3/url_cat_diff.gz	2016-11-05 11:49	35 hours (1 days)	-
2016-11-09T23:56	../RESULT/10/2016-11-05/google/3/url_cat_diff.gz	2016-11-06 12:20	36 hours (1 days)	-
2016-11-10T23:55	../RESULT/10/2016-11-06/google/3/url_cat_diff.gz	2016-11-07 13:09	37 hours (1 days)	-
2016-11-11T23:57	../RESULT/10/2016-11-07/google/3/url_cat_diff.gz	2016-11-08 11:26	35 hours (1 days)	-
2016-11-12T23:45	../RESULT/10/2016-11-08/google/3/url_cat_diff.gz	2016-11-09 14:29	38 hours (1 days)	-
2016-11-13T23:56	../RESULT/10/2016-11-09/google/3/url_cat_diff.gz	2016-11-10 11:03	35 hours (1 days)	-
2016-11-14T23:55	../RESULT/10/2016-11-10/google/3/url_cat_diff.gz	2016-11-11 10:40	34 hours (1 days)	-
2016-11-15T23:06	../RESULT/10/2016-11-11/google/3/url_cat_diff.gz	2016-11-12 12:58	36 hours (1 days)	-
2016-11-16T23:57	../RESULT/10/2016-11-12/google/3/url_cat_diff.gz	2016-11-13 10:30	34 hours (1 days)	-
2016-11-17T23:55	../RESULT/10/2016-11-13/google/3/url_cat_diff.gz	2016-11-14 10:29	34 hours (1 days)	-
2016-11-18T23:56	../RESULT/10/2016-11-14/google/3/url_cat_diff.gz	2016-11-15 10:50	34 hours (1 days)	-
2016-11-19T23:56	../RESULT/10/2016-11-15/google/3/url_cat_diff.gz	2016-11-16 12:25	36 hours (1 days)	-
2016-11-20T23:55	../RESULT/10/2016-11-16/google/3/url_cat_diff.gz	2016-11-17 10:55	34 hours (1 days)	-
2016-11-21T23:57	../RESULT/10/2016-11-17/google/3/url_cat_diff.gz	2016-11-18 10:32	34 hours (1 days)	-
2016-11-22T23:16	../RESULT/10/2016-11-18/google/3/url_cat_diff.gz	2016-11-19 11:24	35 hours (1 days)	-
2016-11-23T23:56	../RESULT/10/2016-11-19/google/3/url_cat_diff.gz	2016-11-20 10:08	34 hours (1 days)	-
2016-11-24T13:35	../RESULT/10/2016-11-20/google/3/url_cat_diff.gz	2016-11-21 10:44	34 hours (1 days)	-
2016-11-24T13:36	../RESULT/10/2016-11-21/google/3/url_cat_diff.gz	2016-11-22 10:51	34 hours (1 days)	-
2016-11-24T13:36	../RESULT/10/2016-11-22/google/3/url_cat_diff.gz	2016-11-23 11:12	35 hours (1 days)	-
2016-11-24T13:36	../RESULT/10/2016-11-23/google/3/url_cat_diff.gz	2016-11-24 10:59	34 hours (1 days)	-
2016-11-24T13:39	../RESULT/10/2016-11-24/google/3/url_cat_diff.gz	(-)	-	(wait_for [20]: ../RESULT/10/2016-11-24/google/3/2016-11-24T19.gz)
2016-06-14T21:55	../RESULT/10/2016-06-10/net/0/url_cat_diff.gz	2016-06-11 07:23	31 hours (1 days)	-
2016-06-15T22:05	../RESULT/10/2016-06-11/net/0/url_cat_diff.gz	2016-06-12 09:14	33 hours (1 days)	-
2016-06-16T23:56	../RESULT/10/2016-06-12/net/0/url_cat_diff.gz	2016-06-13 06:17	30 hours (1 days)	-
2016-06-17T23:56	../RESULT/10/2016-06-13/net/0/url_cat_diff.gz	2016-06-14 06:50	30 hours (1 days)	-
2016-06-18T23:56	../RESULT/10/2016-06-14/net/0/url_cat_diff.gz	2016-06-16 08:00	56 hours (2 days)	-
2016-06-19T23:55	../RESULT/10/2016-06-15/net/0/url_cat_diff.gz	2016-06-16 10:39	34 hours (1 days)	-
2016-06-20T23:55	../RESULT/10/2016-06-16/net/0/url_cat_diff.gz	2016-06-17 06:05	30 hours (1 days)	-
2016-06-21T23:46	../RESULT/10/2016-06-17/net/0/url_cat_diff.gz	2016-06-18 06:19	30 hours (1 days)	-
2016-06-22T23:56	../RESULT/10/2016-06-18/net/0/url_cat_diff.gz	2016-06-19 06:31	30 hours (1 days)	-
2016-06-23T23:55	../RESULT/10/2016-06-19/net/0/url_cat_diff.gz	2016-06-20 06:20	30 hours (1 days)	-
2016-06-24T23:55	../RESULT/10/2016-06-20/net/0/url_cat_diff.gz	2016-06-21 06:14	30 hours (1 days)	-
2016-06-25T23:55	../RESULT/10/2016-06-21/net/0/url_cat_diff.gz	2016-06-22 06:37	30 hours (1 days)	-
2016-06-26T23:55	../RESULT/10/2016-06-22/net/0/url_cat_diff.gz	2016-06-23 06:18	30 hours (1 days)	-
2016-06-27T23:56	../RESULT/10/2016-06-23/net/0/url_cat_diff.gz	2016-06-24 13:47	37 hours (1 days)	-
2016-06-28T23:55	../RESULT/10/2016-06-24/net/0/url_cat_diff.gz	2016-06-25 06:39	30 hours (1 days)	-
2016-06-29T23:56	../RESULT/10/2016-06-25/net/0/url_cat_diff.gz	2016-06-26 06:14	30 hours (1 days)	-
2016-06-30T23:06	../RESULT/10/2016-06-26/net/0/url_cat_diff.gz	2016-06-27 06:44	30 hours (1 days)	-
2016-07-01T23:56	../RESULT/10/2016-06-27/net/0/url_cat_diff.gz	2016-06-28 07:04	31 hours (1 days)	-
2016-07-02T23:55	../RESULT/10/2016-06-28/net/0/url_cat_diff.gz	2016-06-29 06:31	30 hours (1 days)	-
2016-07-03T23:55	../RESULT/10/2016-06-29/net/0/url_cat_diff.gz	2016-06-30 06:08	30 hours (1 days)	-
2016-07-04T23:55	../RESULT/10/2016-06-30/net/0/url_cat_diff.gz	2016-07-01 08:51	32 hours (1 days)	-
2016-07-05T23:55	../RESULT/10/2016-07-01/net/0/url_cat_diff.gz	2016-07-02 06:15	30 hours (1 days)	-
2016-07-06T23:55	../RESULT/10/2016-07-02/net/0/url_cat_diff.gz	2016-07-03 06:19	30 hours (1 days)	-
2016-07-07T23:45	../RESULT/10/2016-07-03/net/0/url_cat_diff.gz	2016-07-04 06:30	30 hours (1 days)	-
2016-07-08T23:56	../RESULT/10/2016-07-04/net/0/url_cat_diff.gz	2016-07-05 06:11	30 hours (1 days)	-
2016-07-09T23:55	../RESULT/10/2016-07-05/net/0/url_cat_diff.gz	2016-07-06 08:37	32 hours (1 days)	-
2016-07-10T23:55	../RESULT/10/2016-07-06/net/0/url_cat_diff.gz	2016-07-07 06:24	30 hours (1 days)	-
2016-07-11T23:56	../RESULT/10/2016-07-07/net/0/url_cat_diff.gz	2016-07-08 08:51	32 hours (1 days)	-
2016-07-12T22:55	../RESULT/10/2016-07-08/net/0/url_cat_diff.gz	2016-07-09 06:22	30 hours (1 days)	-
2016-07-13T23:55	../RESULT/10/2016-07-09/net/0/url_cat_diff.gz	2016-07-10 06:05	30 hours (1 days)	-
2016-07-14T23:56	../RESULT/10/2016-07-10/net/0/url_cat_diff.gz	2016-07-11 06:23	30 hours (1 days)	-
2016-07-15T23:56	../RESULT/10/2016-07-11/net/0/url_cat_diff.gz	2016-07-12 06:42	30 hours (1 days)	-
2016-07-16T23:56	../RESULT/10/2016-07-12/net/0/url_cat_diff.gz	2016-07-13 06:06	30 hours (1 days)	-
2016-07-17T23:56	../RESULT/10/2016-07-13/net/0/url_cat_diff.gz	2016-07-14 06:16	30 hours (1 days)	-
2016-07-18T23:55	../RESULT/10/2016-07-14/net/0/url_cat_diff.gz	2016-07-15 15:52	39 hours (1 days)	-
2016-07-19T23:56	../RESULT/10/2016-07-15/net/0/url_cat_diff.gz	2016-07-16 06:53	30 hours (1 days)	-
2016-07-20T23:55	../RESULT/10/2016-07-16/net/0/url_cat_diff.gz	2016-07-17 06:00	30 hours (1 days)	-
2016-07-21T23:16	../RESULT/10/2016-07-17/net/0/url_cat_diff.gz	2016-07-18 06:22	30 hours (1 days)	-
2016-07-22T23:56	../RESULT/10/2016-07-18/net/0/url_cat_diff.gz	2016-07-19 06:23	30 hours (1 days)	-
2016-07-23T23:56	../RESULT/10/2016-07-19/net/0/url_cat_diff.gz	2016-07-20 06:14	30 hours (1 days)	-
2016-07-24T23:56	../RESULT/10/2016-07-20/net/0/url_cat_diff.gz	2016-07-21 06:11	30 hours (1 days)	-
2016-07-25T23:56	../RESULT/10/2016-07-21/net/0/url_cat_diff.gz	2016-07-22 06:29	30 hours (1 days)	-
2016-07-26T23:46	../RESULT/10/2016-07-22/net/0/url_cat_diff.gz	2016-07-23 06:27	30 hours (1 days)	-
2016-07-27T23:55	../RESULT/10/2016-07-23/net/0/url_cat_diff.gz	2016-07-24 06:04	30 hours (1 days)	-
2016-07-28T17:45	../RESULT/10/2016-07-24/net/0/url_cat_diff.gz	2016-07-25 06:26	30 hours (1 days)	-
2016-07-29T23:55	../RESULT/10/2016-07-25/net/0/url_cat_diff.gz	2016-07-26 06:26	30 hours (1 days)	-
2016-07-30T23:55	../RESULT/10/2016-07-26/net/0/url_cat_diff.gz	2016-07-27 06:23	30 hours (1 days)	-
2016-07-31T23:55	../RESULT/10/2016-07-27/net/0/url_cat_diff.gz	2016-07-28 06:36	30 hours (1 days)	-
2016-08-01T23:56	../RESULT/10/2016-07-28/net/0/url_cat_diff.gz	2016-07-29 07:43	31 hours (1 days)	-
2016-08-02T23:56	../RESULT/10/2016-07-29/net/0/url_cat_diff.gz	2016-07-30 06:42	30 hours (1 days)	-
2016-08-03T23:56	../RESULT/10/2016-07-30/net/0/url_cat_diff.gz	2016-07-31 06:13	30 hours (1 days)	-
2016-08-04T23:55	../RESULT/10/2016-07-31/net/0/url_cat_diff.gz	2016-08-01 06:14	30 hours (1 days)	-
2016-08-05T23:56	../RESULT/10/2016-08-01/net/0/url_cat_diff.gz	2016-08-02 06:17	30 hours (1 days)	-
2016-08-06T23:25	../RESULT/10/2016-08-02/net/0/url_cat_diff.gz	2016-08-03 06:12	30 hours (1 days)	-
2016-08-07T23:46	../RESULT/10/2016-08-03/net/0/url_cat_diff.gz	2016-08-04 06:17	30 hours (1 days)	-
2016-08-08T23:55	../RESULT/10/2016-08-04/net/0/url_cat_diff.gz	2016-08-05 13:23	37 hours (1 days)	-
2016-08-09T22:56	../RESULT/10/2016-08-05/net/0/url_cat_diff.gz	2016-08-06 06:33	30 hours (1 days)	-
2016-08-10T23:56	../RESULT/10/2016-08-06/net/0/url_cat_diff.gz	2016-08-07 06:34	30 hours (1 days)	-
2016-08-11T22:16	../RESULT/10/2016-08-07/net/0/url_cat_diff.gz	2016-08-08 06:11	30 hours (1 days)	-
2016-08-12T23:55	../RESULT/10/2016-08-08/net/0/url_cat_diff.gz	2016-08-09 06:22	30 hours (1 days)	-
2016-08-13T23:55	../RESULT/10/2016-08-09/net/0/url_cat_diff.gz	2016-08-10 06:18	30 hours (1 days)	-
2016-08-14T23:55	../RESULT/10/2016-08-10/net/0/url_cat_diff.gz	2016-08-11 06:06	30 hours (1 days)	-
2016-08-15T23:55	../RESULT/10/2016-08-11/net/0/url_cat_diff.gz	2016-08-12 15:09	39 hours (1 days)	-
2016-08-16T23:56	../RESULT/10/2016-08-12/net/0/url_cat_diff.gz	2016-08-13 06:49	30 hours (1 days)	-
2016-08-17T23:56	../RESULT/10/2016-08-13/net/0/url_cat_diff.gz	2016-08-14 07:12	31 hours (1 days)	-
2016-08-18T18:55	../RESULT/10/2016-08-14/net/0/url_cat_diff.gz	2016-08-15 06:09	30 hours (1 days)	-
2016-08-19T23:56	../RESULT/10/2016-08-15/net/0/url_cat_diff.gz	2016-08-16 06:08	30 hours (1 days)	-
2016-08-20T23:36	../RESULT/10/2016-08-16/net/0/url_cat_diff.gz	2016-08-17 06:07	30 hours (1 days)	-
2016-08-21T23:55	../RESULT/10/2016-08-17/net/0/url_cat_diff.gz	2016-08-18 06:11	30 hours (1 days)	-
2016-08-22T23:55	../RESULT/10/2016-08-18/net/0/url_cat_diff.gz	2016-08-19 06:19	30 hours (1 days)	-
2016-08-23T23:55	../RESULT/10/2016-08-19/net/0/url_cat_diff.gz	2016-08-20 06:24	30 hours (1 days)	-
2016-08-24T23:55	../RESULT/10/2016-08-20/net/0/url_cat_diff.gz	2016-08-21 07:37	31 hours (1 days)	-
2016-08-25T23:15	../RESULT/10/2016-08-21/net/0/url_cat_diff.gz	2016-08-22 06:02	30 hours (1 days)	-
2016-08-26T23:56	../RESULT/10/2016-08-22/net/0/url_cat_diff.gz	2016-08-23 06:46	30 hours (1 days)	-
2016-08-27T23:55	../RESULT/10/2016-08-23/net/0/url_cat_diff.gz	2016-08-24 06:07	30 hours (1 days)	-
2016-08-28T23:55	../RESULT/10/2016-08-24/net/0/url_cat_diff.gz	2016-08-25 06:17	30 hours (1 days)	-
2016-08-29T23:55	../RESULT/10/2016-08-25/net/0/url_cat_diff.gz	2016-08-26 12:02	36 hours (1 days)	-
2016-08-30T23:36	../RESULT/10/2016-08-26/net/0/url_cat_diff.gz	2016-08-27 08:24	32 hours (1 days)	-
2016-08-31T23:56	../RESULT/10/2016-08-27/net/0/url_cat_diff.gz	2016-08-28 06:12	30 hours (1 days)	-
2016-09-01T23:56	../RESULT/10/2016-08-28/net/0/url_cat_diff.gz	2016-08-29 06:09	30 hours (1 days)	-
2016-09-02T23:55	../RESULT/10/2016-08-29/net/0/url_cat_diff.gz	2016-08-30 06:20	30 hours (1 days)	-
2016-09-03T23:46	../RESULT/10/2016-08-30/net/0/url_cat_diff.gz	2016-08-31 06:29	30 hours (1 days)	-
2016-09-04T23:55	../RESULT/10/2016-08-31/net/0/url_cat_diff.gz	2016-09-01 06:19	30 hours (1 days)	-
2016-09-05T23:55	../RESULT/10/2016-09-01/net/0/url_cat_diff.gz	2016-09-02 06:22	30 hours (1 days)	-
2016-09-06T23:45	../RESULT/10/2016-09-02/net/0/url_cat_diff.gz	2016-09-03 06:56	30 hours (1 days)	-
2016-09-07T23:55	../RESULT/10/2016-09-03/net/0/url_cat_diff.gz	2016-09-04 06:01	30 hours (1 days)	-
2016-09-08T21:05	../RESULT/10/2016-09-04/net/0/url_cat_diff.gz	2016-09-05 06:12	30 hours (1 days)	-
2016-09-09T23:55	../RESULT/10/2016-09-05/net/0/url_cat_diff.gz	2016-09-06 06:07	30 hours (1 days)	-
2016-09-10T23:55	../RESULT/10/2016-09-06/net/0/url_cat_diff.gz	2016-09-07 06:44	30 hours (1 days)	-
2016-09-11T23:35	../RESULT/10/2016-09-07/net/0/url_cat_diff.gz	2016-09-08 07:32	31 hours (1 days)	-
2016-09-12T23:56	../RESULT/10/2016-09-08/net/0/url_cat_diff.gz	2016-09-09 06:09	30 hours (1 days)	-
2016-09-13T23:16	../RESULT/10/2016-09-09/net/0/url_cat_diff.gz	2016-09-10 06:53	30 hours (1 days)	-
2016-09-14T23:55	../RESULT/10/2016-09-10/net/0/url_cat_diff.gz	2016-09-11 06:15	30 hours (1 days)	-
2016-09-15T23:56	../RESULT/10/2016-09-11/net/0/url_cat_diff.gz	2016-09-12 06:32	30 hours (1 days)	-
2016-09-16T23:55	../RESULT/10/2016-09-12/net/0/url_cat_diff.gz	2016-09-13 06:44	30 hours (1 days)	-
2016-09-17T23:55	../RESULT/10/2016-09-13/net/0/url_cat_diff.gz	2016-09-14 06:33	30 hours (1 days)	-
2016-09-18T23:55	../RESULT/10/2016-09-14/net/0/url_cat_diff.gz	2016-09-15 06:21	30 hours (1 days)	-
2016-09-19T23:55	../RESULT/10/2016-09-15/net/0/url_cat_diff.gz	2016-09-16 06:11	30 hours (1 days)	-
2016-09-20T23:56	../RESULT/10/2016-09-16/net/0/url_cat_diff.gz	2016-09-17 06:41	30 hours (1 days)	-
2016-09-21T23:56	../RESULT/10/2016-09-17/net/0/url_cat_diff.gz	2016-09-18 06:15	30 hours (1 days)	-
2016-09-22T23:55	../RESULT/10/2016-09-18/net/0/url_cat_diff.gz	2016-09-19 06:11	30 hours (1 days)	-
2016-09-23T23:56	../RESULT/10/2016-09-19/net/0/url_cat_diff.gz	2016-09-20 06:33	30 hours (1 days)	-
2016-09-24T23:56	../RESULT/10/2016-09-20/net/0/url_cat_diff.gz	2016-09-21 06:35	30 hours (1 days)	-
2016-09-25T23:35	../RESULT/10/2016-09-21/net/0/url_cat_diff.gz	2016-09-22 06:21	30 hours (1 days)	-
2016-09-26T23:55	../RESULT/10/2016-09-22/net/0/url_cat_diff.gz	2016-09-23 07:18	31 hours (1 days)	-
2016-09-27T23:56	../RESULT/10/2016-09-23/net/0/url_cat_diff.gz	2016-09-24 09:10	33 hours (1 days)	-
2016-09-28T23:55	../RESULT/10/2016-09-24/net/0/url_cat_diff.gz	2016-09-25 06:53	30 hours (1 days)	-
2016-09-29T16:55	../RESULT/10/2016-09-25/net/0/url_cat_diff.gz	2016-09-26 06:22	30 hours (1 days)	-
2016-09-30T23:56	../RESULT/10/2016-09-26/net/0/url_cat_diff.gz	2016-09-27 07:14	31 hours (1 days)	-
2016-10-01T23:55	../RESULT/10/2016-09-27/net/0/url_cat_diff.gz	2016-09-28 06:52	30 hours (1 days)	-
2016-10-02T23:36	../RESULT/10/2016-09-28/net/0/url_cat_diff.gz	2016-09-29 09:50	33 hours (1 days)	-
2016-10-03T23:55	../RESULT/10/2016-09-29/net/0/url_cat_diff.gz	2016-09-30 06:35	30 hours (1 days)	-
2016-10-04T23:56	../RESULT/10/2016-09-30/net/0/url_cat_diff.gz	2016-10-01 06:38	30 hours (1 days)	-
2016-10-05T23:56	../RESULT/10/2016-10-01/net/0/url_cat_diff.gz	2016-10-02 07:30	31 hours (1 days)	-
2016-10-06T23:55	../RESULT/10/2016-10-02/net/0/url_cat_diff.gz	2016-10-03 06:16	30 hours (1 days)	-
2016-10-07T23:55	../RESULT/10/2016-10-03/net/0/url_cat_diff.gz	2016-10-04 06:41	30 hours (1 days)	-
2016-10-08T23:55	../RESULT/10/2016-10-04/net/0/url_cat_diff.gz	2016-10-05 06:37	30 hours (1 days)	-
2016-10-09T23:55	../RESULT/10/2016-10-05/net/0/url_cat_diff.gz	2016-10-06 06:33	30 hours (1 days)	-
2016-10-10T23:55	../RESULT/10/2016-10-06/net/0/url_cat_diff.gz	2016-10-07 06:52	30 hours (1 days)	-
2016-10-11T23:36	../RESULT/10/2016-10-07/net/0/url_cat_diff.gz	2016-10-08 06:44	30 hours (1 days)	-
2016-10-12T23:56	../RESULT/10/2016-10-08/net/0/url_cat_diff.gz	2016-10-09 06:47	30 hours (1 days)	-
2016-10-13T23:56	../RESULT/10/2016-10-09/net/0/url_cat_diff.gz	2016-10-10 06:14	30 hours (1 days)	-
2016-10-14T23:55	../RESULT/10/2016-10-10/net/0/url_cat_diff.gz	2016-10-11 06:33	30 hours (1 days)	-
2016-10-15T23:55	../RESULT/10/2016-10-11/net/0/url_cat_diff.gz	2016-10-12 08:11	32 hours (1 days)	-
2016-10-20T23:56	../RESULT/10/2016-10-16/net/0/url_cat_diff.gz	2016-10-17 06:18	30 hours (1 days)	-
2016-10-21T23:55	../RESULT/10/2016-10-17/net/0/url_cat_diff.gz	2016-10-18 06:25	30 hours (1 days)	-
2016-10-22T23:55	../RESULT/10/2016-10-18/net/0/url_cat_diff.gz	2016-10-19 11:27	35 hours (1 days)	-
2016-10-23T23:45	../RESULT/10/2016-10-19/net/0/url_cat_diff.gz	2016-10-20 09:04	33 hours (1 days)	-
2016-10-24T23:55	../RESULT/10/2016-10-20/net/0/url_cat_diff.gz	2016-10-21 06:14	30 hours (1 days)	-
2016-10-25T20:16	../RESULT/10/2016-10-21/net/0/url_cat_diff.gz	2016-10-22 06:21	30 hours (1 days)	-
2016-10-26T23:55	../RESULT/10/2016-10-22/net/0/url_cat_diff.gz	2016-10-23 06:25	30 hours (1 days)	-
2016-10-27T23:35	../RESULT/10/2016-10-23/net/0/url_cat_diff.gz	2016-10-24 06:30	30 hours (1 days)	-
2016-10-28T23:56	../RESULT/10/2016-10-24/net/0/url_cat_diff.gz	2016-10-25 06:25	30 hours (1 days)	-
2016-10-29T23:56	../RESULT/10/2016-10-25/net/0/url_cat_diff.gz	2016-10-26 13:27	37 hours (1 days)	-
2016-10-30T23:56	../RESULT/10/2016-10-26/net/0/url_cat_diff.gz	2016-10-27 15:39	39 hours (1 days)	-
2016-10-31T23:56	../RESULT/10/2016-10-27/net/0/url_cat_diff.gz	2016-10-28 06:41	30 hours (1 days)	-
2016-11-01T23:16	../RESULT/10/2016-10-28/net/0/url_cat_diff.gz	2016-10-29 06:53	30 hours (1 days)	-
2016-11-02T23:15	../RESULT/10/2016-10-29/net/0/url_cat_diff.gz	2016-10-30 06:28	30 hours (1 days)	-
2016-11-03T23:56	../RESULT/10/2016-10-30/net/0/url_cat_diff.gz	2016-10-31 06:16	30 hours (1 days)	-
2016-11-04T23:55	../RESULT/10/2016-10-31/net/0/url_cat_diff.gz	2016-11-01 06:42	30 hours (1 days)	-
2016-11-05T23:55	../RESULT/10/2016-11-01/net/0/url_cat_diff.gz	2016-11-02 06:26	30 hours (1 days)	-
2016-11-06T23:55	../RESULT/10/2016-11-02/net/0/url_cat_diff.gz	2016-11-03 07:36	31 hours (1 days)	-
2016-11-07T23:55	../RESULT/10/2016-11-03/net/0/url_cat_diff.gz	2016-11-04 06:20	30 hours (1 days)	-
2016-11-08T14:35	../RESULT/10/2016-11-04/net/0/url_cat_diff.gz	2016-11-05 06:42	30 hours (1 days)	-
2016-11-09T23:55	../RESULT/10/2016-11-05/net/0/url_cat_diff.gz	2016-11-06 07:24	31 hours (1 days)	-
2016-11-10T23:55	../RESULT/10/2016-11-06/net/0/url_cat_diff.gz	2016-11-07 06:31	30 hours (1 days)	-
2016-11-11T23:56	../RESULT/10/2016-11-07/net/0/url_cat_diff.gz	2016-11-08 06:51	30 hours (1 days)	-
2016-11-12T23:45	../RESULT/10/2016-11-08/net/0/url_cat_diff.gz	2016-11-09 07:55	31 hours (1 days)	-
2016-11-13T23:56	../RESULT/10/2016-11-09/net/0/url_cat_diff.gz	2016-11-10 06:32	30 hours (1 days)	-
2016-11-14T23:55	../RESULT/10/2016-11-10/net/0/url_cat_diff.gz	2016-11-11 06:41	30 hours (1 days)	-
2016-11-15T23:05	../RESULT/10/2016-11-11/net/0/url_cat_diff.gz	2016-11-12 06:50	30 hours (1 days)	-
2016-11-16T23:56	../RESULT/10/2016-11-12/net/0/url_cat_diff.gz	2016-11-13 06:42	30 hours (1 days)	-
2016-11-17T23:55	../RESULT/10/2016-11-13/net/0/url_cat_diff.gz	2016-11-14 06:29	30 hours (1 days)	-
2016-11-18T23:56	../RESULT/10/2016-11-14/net/0/url_cat_diff.gz	2016-11-15 06:45	30 hours (1 days)	-
